"video_game_play","video_game_hours","play_pref","game_type_pref","num_of_purchases","income","industry","emp_type","edu_level","n_dependents","hobbies","comp","comp_int","res_impor","interaction_impor","genre","game_purchase","game_format","gender","age","region","relationship_status"
30,0,"Outdoors","Solo-Play",1,155530,"Religious","Retired","Trade or Vocational Degree",0,"Art,Movies,Outdoor Recreation (Hiking,etc),Television Series",13,25,21,32,"Roleplay,Sports & Racing","One-time payment, pre-playing","Physical","Female",41,"Midwest","Married"
54,8,"Indoors","Multiplayer-Play",20,44160,"Utilities","Not employed, looking","Trade or Vocational Degree",3,"Outdoor Recreation (Hiking,etc),Movies",79,41,20,84,"Strategy & Puzzle,Roleplay,Action/Adventure","One-time payment, pre-playing","Physical","Female",48,"Northwest","In a relationship"
62,3,"Outdoors","Solo-Play",10,52110,"Real Estate","Retired","Some High School",5,"Art,Music",45,54,26,78,"Action/Adventure,Roleplay,Strategy & Puzzle,Music & Fitness,Simulation,Sports & Racing","One-time payment, pre-playing","Physical","Female",61,"Southeast","Single"
35,3,"Outdoors","Solo-Play",31,54158,"Computer","Student","Some High School",5,"Outdoor Recreation (Hiking,etc),Music,Sports,Television Series,Art,Movies",63,50,21,60,"Roleplay,Music & Fitness,Sports & Racing,Action/Adventure","One-time payment, pre-playing","Physical","Male",29,"Northeast","Married"
37,1,"Outdoors","Multiplayer-Play",0,110614,"Finance","Employed Full Time","High school graduate or equivalent",0,"Music,Television Series,Sports,Outdoor Recreation (Hiking,etc)",6,30,18,25,"Strategy & Puzzle,Music & Fitness","Both","Digital","Male",32,"Southeast","Separated"
53,5,"Indoors","Solo-Play",21,48971,"Publishing","Employed Full Time","Associate degree",3,"Outdoor Recreation (Hiking,etc),Television Series,Movies,Art,Music,Sports",74,45,30,54,"Music & Fitness,Simulation","In-game purchases","Digital","Male",66,"Southeast","Married"
51,7,"Outdoors","Multiplayer-Play",26,43461,"Military","Homemaker","High school graduate or equivalent",5,"Music,Television Series",39,51,80,49,"Strategy & Puzzle,Sports & Racing,Roleplay,Music & Fitness","In-game purchases","Physical","Male",53,"Northwest","Single"
44,0,"Outdoors","Multiplayer-Play",3,82131,"Utilities","Not employed, not looking","Some High School",0,"Television Series,Outdoor Recreation (Hiking,etc),Sports",79,13,16,76,"Simulation","One-time payment, pre-playing","Digital","Female",40,"Southwest","Separated"
41,1,"Indoors","Solo-Play",2,91951,"Transportation","Student","Associate degree",0,"Sports,Art,Music,Movies",6,15,8,22,"Music & Fitness,Action/Adventure","In-game purchases","Digital","Female",27,"Northwest","Separated"
58,4,"Outdoors","Solo-Play",14,69121,"Arts","Retired","Trade or Vocational Degree",3,"Television Series,Art",31,49,40,74,"Music & Fitness,Action/Adventure,Simulation,Strategy & Puzzle","Both","Physical","Female",36,"Northwest","Married"
48,1,"Indoors","Solo-Play",3,98624,"Homemaker","Homemaker","High school graduate or equivalent",0,"Television Series,Sports",72,33,16,83,"Action/Adventure,Music & Fitness,Roleplay,Simulation,Sports & Racing,Strategy & Puzzle","In-game purchases","Digital","Female",34,"Southeast","Married"
53,8,"Indoors","Multiplayer-Play",11,84019,"Construction","Employed Full Time","Bachelor's degree",4,"Movies,Television Series,Outdoor Recreation (Hiking,etc),Sports,Music,Art",49,58,46,62,"Action/Adventure,Music & Fitness,Strategy & Puzzle,Simulation","Both","Digital","Male",62,"Northeast","Separated"
41,9,"Outdoors","Multiplayer-Play",16,47549,"Real Estate","Not employed, looking","Some High School",1,"Television Series,Outdoor Recreation (Hiking,etc),Sports,Movies",77,40,35,63,"Strategy & Puzzle,Simulation,Sports & Racing,Action/Adventure,Roleplay,Music & Fitness","Both","Digital","Male",58,"Northwest","Single"
35,1,"Outdoors","Solo-Play",1,147887,"Government","Homemaker","Associate degree",1,"Sports,Outdoor Recreation (Hiking,etc),Art,Television Series,Movies,Music",10,25,21,39,"Strategy & Puzzle","One-time payment, pre-playing","Physical","Male",28,"Northeast","Separated"
59,1,"Outdoors","Solo-Play",2,139982,"Utilities","Student","Associate degree",1,"Outdoor Recreation (Hiking,etc),Movies,Sports,Music,Art,Television Series",77,28,17,76,"Action/Adventure","In-game purchases","Digital","Female",32,"Southeast","In a relationship"
37,2,"Indoors","Multiplayer-Play",1,94902,"Homemaker","Retired","Trade or Vocational Degree",2,"Television Series,Movies,Music,Outdoor Recreation (Hiking,etc),Art",12,20,24,23,"Action/Adventure,Simulation,Strategy & Puzzle,Sports & Racing","One-time payment, pre-playing","Physical","Male",39,"Southwest","In a relationship"
46,8,"Indoors","Multiplayer-Play",19,50450,"Construction","Employed Full Time","Some College",5,"Television Series",37,45,76,45,"Action/Adventure,Music & Fitness,Sports & Racing","One-time payment, pre-playing","Digital","Male",67,"Southeast","Married"
62,4,"Indoors","Solo-Play",11,78010,"Construction","Employed Full Time","Graduate or professional degree",1,"Movies,Art",49,58,15,61,"Roleplay,Action/Adventure,Music & Fitness","Both","Digital","Male",47,"Northeast","Separated"
53,1,"Indoors","Multiplayer-Play",10,97814,"Government","Not employed, looking","Some High School",4,"Art,Television Series,Sports,Movies,Outdoor Recreation (Hiking,etc)",94,45,37,68,"Action/Adventure,Music & Fitness,Roleplay,Strategy & Puzzle,Sports & Racing","In-game purchases","Physical","Female",58,"Northeast","In a relationship"
47,5,"Outdoors","Solo-Play",20,45126,"Utilities","Not employed, not looking","High school graduate or equivalent",5,"Outdoor Recreation (Hiking,etc),Art,Sports,Movies,Television Series",38,55,80,28,"Sports & Racing,Strategy & Puzzle,Action/Adventure,Music & Fitness","In-game purchases","Physical","Female",43,"Northeast","In a relationship"
41,1,"Outdoors","Multiplayer-Play",3,81973,"Finance","Student","Trade or Vocational Degree",2,"Sports",13,20,21,47,"Sports & Racing,Strategy & Puzzle,Simulation","One-time payment, pre-playing","Physical","Female",40,"Midwest","Separated"
51,1,"Outdoors","Multiplayer-Play",2,139626,"Construction","Not employed, looking","High school graduate or equivalent",1,"Art,Movies,Outdoor Recreation (Hiking,etc),Television Series,Music",75,29,18,84,"Music & Fitness,Roleplay,Action/Adventure,Strategy & Puzzle,Simulation,Sports & Racing","One-time payment, pre-playing","Digital","Female",45,"Midwest","In a relationship"
36,5,"Indoors","Solo-Play",22,57838,"Military","Employed Full Time","Some College",2,"Outdoor Recreation (Hiking,etc)",38,46,81,57,"Simulation,Action/Adventure","Both","Digital","Female",41,"Northeast","Single"
29,0,"Outdoors","Solo-Play",2,86790,"Legal Services","Retired","Trade or Vocational Degree",1,"Outdoor Recreation (Hiking,etc),Music,Television Series,Sports,Art",12,12,21,35,"Sports & Racing","Both","Physical","Female",32,"Midwest","Separated"
75,4,"Indoors","Multiplayer-Play",16,103798,"Information Services","Not employed, looking","Associate degree",1,"Movies,Television Series,Music,Sports",90,58,5,63,"Simulation","One-time payment, pre-playing","Physical","Male",37,"Southeast","Separated"
46,0,"Outdoors","Solo-Play",1,116653,"Real Estate","Not employed, looking","Some High School",0,"Sports,Music,Art,Movies",79,15,16,71,"Simulation","One-time payment, pre-playing","Digital","Female",26,"Southeast","In a relationship"
38,5,"Indoors","Multiplayer-Play",21,50413,"Retail","Homemaker","Bachelor's degree",2,"Music,Outdoor Recreation (Hiking,etc),Art,Television Series,Sports,Movies",73,39,50,59,"Music & Fitness,Action/Adventure","In-game purchases","Physical","Female",73,"Northeast","Separated"
73,4,"Indoors","Multiplayer-Play",3,94221,"Hotel and Food Services","Student","Some High School",1,"Music",89,58,27,84,"Strategy & Puzzle,Simulation,Music & Fitness,Roleplay,Sports & Racing","Both","Digital","Female",55,"Southeast","Separated"
24,0,"Outdoors","Solo-Play",3,119780,"Real Estate","Homemaker","Trade or Vocational Degree",1,"Movies,Music,Outdoor Recreation (Hiking,etc)",8,29,20,42,"Action/Adventure","In-game purchases","Physical","Female",34,"Southeast","Separated"
56,8,"Indoors","Multiplayer-Play",14,80623,"Legal Services","Not employed, looking","Some High School",3,"Music",34,59,31,65,"Simulation,Strategy & Puzzle,Sports & Racing,Roleplay,Action/Adventure","Both","Physical","Female",44,"Midwest","Separated"
60,6,"Indoors","Multiplayer-Play",9,100171,"Telecommunications","Not employed, looking","Trade or Vocational Degree",6,"Music,Sports,Television Series,Outdoor Recreation (Hiking,etc),Movies,Art",93,55,35,52,"Sports & Racing,Music & Fitness,Action/Adventure,Roleplay,Simulation,Strategy & Puzzle","Both","Digital","Female",47,"Southeast","In a relationship"
46,2,"Outdoors","Solo-Play",5,123837,"Retail","Employed Full Time","Bachelor's degree",0,"Music,Television Series,Sports,Outdoor Recreation (Hiking,etc),Art,Movies",70,26,15,70,"Roleplay,Strategy & Puzzle,Sports & Racing,Simulation,Action/Adventure","Both","Digital","Male",34,"Southeast","In a relationship"
36,8,"Outdoors","Solo-Play",28,63862,"Legal Services","Not employed, looking","Graduate or professional degree",5,"Sports,Movies,Outdoor Recreation (Hiking,etc),Television Series,Music,Art",48,33,86,51,"Music & Fitness,Simulation,Roleplay,Action/Adventure,Sports & Racing,Strategy & Puzzle","One-time payment, pre-playing","Physical","Female",67,"Northeast","Married"
34,4,"Outdoors","Multiplayer-Play",2,107800,"Legal Services","Student","Bachelor's degree",1,"Music,Movies,Sports,Art",73,12,12,71,"Simulation,Music & Fitness,Action/Adventure,Strategy & Puzzle,Roleplay,Sports & Racing","In-game purchases","Physical","Male",32,"Southwest","In a relationship"
33,0,"Outdoors","Solo-Play",1,134374,"Transportation","Homemaker","Trade or Vocational Degree",2,"Movies,Sports,Art,Music",17,23,19,24,"Action/Adventure","In-game purchases","Physical","Male",30,"Midwest","Separated"
59,7,"Outdoors","Solo-Play",17,43028,"Health Care","Employed Full Time","Associate degree",6,"Sports,Movies,Outdoor Recreation (Hiking,etc),Music,Television Series,Art",62,43,29,64,"Action/Adventure,Music & Fitness,Strategy & Puzzle,Roleplay,Sports & Racing,Simulation","Both","Digital","Male",63,"Northwest","Single"
35,1,"Outdoors","Multiplayer-Play",3,126617,"Education","Employed Full Time","Graduate or professional degree",2,"Music,Television Series,Movies,Outdoor Recreation (Hiking,etc),Sports",6,28,17,19,"Roleplay,Sports & Racing,Simulation,Music & Fitness","Both","Digital","Male",34,"Midwest","Separated"
62,4,"Indoors","Solo-Play",4,66595,"Science","Student","Trade or Vocational Degree",1,"Art,Outdoor Recreation (Hiking,etc),Television Series",39,62,51,65,"Action/Adventure,Simulation","Both","Digital","Male",54,"Midwest","In a relationship"
65,0,"Indoors","Multiplayer-Play",14,104756,"Mining","Student","Some College",2,"Art,Sports,Television Series",89,63,50,71,"Roleplay,Simulation,Sports & Racing","Both","Physical","Female",54,"Northwest","In a relationship"
37,2,"Indoors","Solo-Play",3,89784,"Utilities","Not employed, not looking","High school graduate or equivalent",0,"Outdoor Recreation (Hiking,etc),Television Series,Art,Movies,Sports,Music",81,31,22,76,"Music & Fitness,Strategy & Puzzle,Action/Adventure,Simulation,Roleplay,Sports & Racing","Both","Digital","Female",28,"Southwest","In a relationship"
42,0,"Indoors","Solo-Play",1,158603,"Retail","Student","High school graduate or equivalent",3,"Music",76,13,23,76,"Roleplay,Sports & Racing,Simulation,Music & Fitness","One-time payment, pre-playing","Physical","Male",35,"Northwest","Single"
43,3,"Outdoors","Multiplayer-Play",27,51790,"Legal Services","Homemaker","Trade or Vocational Degree",4,"Art,Television Series,Movies",46,31,78,34,"Roleplay,Strategy & Puzzle,Sports & Racing,Music & Fitness,Action/Adventure","In-game purchases","Physical","Female",53,"Northeast","Separated"
39,10,"Outdoors","Solo-Play",19,66527,"Telecommunications","Not employed, not looking","Associate degree",1,"Movies,Music,Outdoor Recreation (Hiking,etc),Sports,Art,Television Series",70,48,40,67,"Music & Fitness","In-game purchases","Digital","Female",46,"Southeast","Married"
41,1,"Indoors","Solo-Play",3,126324,"Homemaker","Homemaker","Some High School",1,"Art,Movies",75,19,22,82,"Action/Adventure,Music & Fitness","In-game purchases","Digital","Male",37,"Southwest","In a relationship"
48,11,"Outdoors","Solo-Play",18,42595,"Telecommunications","Retired","High school graduate or equivalent",3,"Sports,Television Series,Movies,Outdoor Recreation (Hiking,etc),Music,Art",43,49,80,40,"Action/Adventure,Simulation","In-game purchases","Digital","Female",58,"Northwest","Married"
54,14,"Indoors","Multiplayer-Play",23,53281,"Arts","Homemaker","Some College",3,"Art,Sports",35,35,78,52,"Simulation,Strategy & Puzzle,Roleplay,Action/Adventure,Music & Fitness","In-game purchases","Digital","Male",54,"Midwest","Separated"
52,5,"Indoors","Solo-Play",9,88148,"Construction","Homemaker","Associate degree",3,"Television Series,Sports,Art,Outdoor Recreation (Hiking,etc),Music",90,48,43,60,"Simulation","Both","Physical","Female",43,"Midwest","Divorced"
43,8,"Outdoors","Solo-Play",27,49808,"Homemaker","Retired","High school graduate or equivalent",1,"Art,Movies",47,42,76,43,"Roleplay,Strategy & Puzzle,Simulation,Sports & Racing,Action/Adventure","In-game purchases","Digital","Male",51,"Southwest","Single"
33,0,"Outdoors","Solo-Play",4,123918,"Homemaker","Student","Graduate or professional degree",2,"Outdoor Recreation (Hiking,etc),Movies,Television Series,Sports",5,19,21,31,"Roleplay,Simulation,Strategy & Puzzle,Music & Fitness,Sports & Racing","In-game purchases","Physical","Male",40,"Southwest","Single"
38,8,"Outdoors","Solo-Play",18,55575,"Government","Not employed, looking","Some College",6,"Outdoor Recreation (Hiking,etc),Art,Music",53,43,76,54,"Simulation,Strategy & Puzzle,Sports & Racing,Action/Adventure,Music & Fitness","In-game purchases","Physical","Male",38,"Northwest","Married"
32,0,"Indoors","Solo-Play",1,146062,"Real Estate","Student","High school graduate or equivalent",2,"Sports,Movies,Television Series,Art,Outdoor Recreation (Hiking,etc)",59,24,16,74,"Sports & Racing,Action/Adventure","In-game purchases","Digital","Female",33,"Southeast","Single"
39,4,"Outdoors","Multiplayer-Play",26,47296,"Hotel and Food Services","Homemaker","High school graduate or equivalent",6,"Movies,Art",74,54,42,60,"Sports & Racing,Music & Fitness,Strategy & Puzzle,Simulation,Roleplay","In-game purchases","Physical","Male",49,"Midwest","Married"
76,7,"Outdoors","Multiplayer-Play",5,84953,"Other Manufacturing","Employed Full Time","Trade or Vocational Degree",2,"Art,Television Series",31,58,33,69,"Simulation","In-game purchases","Physical","Male",51,"Southwest","Divorced"
45,8,"Outdoors","Multiplayer-Play",24,49085,"Government","Student","Some College",3,"Outdoor Recreation (Hiking,etc)",76,44,19,66,"Strategy & Puzzle,Roleplay","One-time payment, pre-playing","Digital","Male",55,"Southeast","Divorced"
68,3,"Indoors","Multiplayer-Play",10,58607,"Computer","Retired","Trade or Vocational Degree",3,"Sports,Movies,Television Series,Art,Music,Outdoor Recreation (Hiking,etc)",33,57,24,58,"Music & Fitness,Simulation,Strategy & Puzzle","Both","Physical","Male",42,"Northwest","In a relationship"
44,7,"Outdoors","Solo-Play",30,41721,"Education","Employed Full Time","Some College",2,"Music,Outdoor Recreation (Hiking,etc)",76,44,37,62,"Action/Adventure,Roleplay,Sports & Racing","In-game purchases","Physical","Male",50,"Northeast","Single"
34,7,"Indoors","Solo-Play",23,43915,"Arts","Not employed, not looking","High school graduate or equivalent",5,"Music,Television Series,Outdoor Recreation (Hiking,etc),Art,Movies,Sports",42,42,82,54,"Sports & Racing,Music & Fitness,Simulation,Roleplay,Action/Adventure,Strategy & Puzzle","In-game purchases","Physical","Male",45,"Midwest","Single"
51,4,"Indoors","Solo-Play",3,81759,"Health Care","Not employed, not looking","Associate degree",1,"Music,Movies,Sports,Outdoor Recreation (Hiking,etc),Art,Television Series",88,51,15,62,"Strategy & Puzzle","Both","Physical","Male",48,"Midwest","In a relationship"
57,1,"Indoors","Solo-Play",8,89909,"Computer","Employed Full Time","Bachelor's degree",3,"Television Series,Art,Outdoor Recreation (Hiking,etc),Music",91,53,22,84,"Roleplay,Music & Fitness,Action/Adventure,Sports & Racing,Strategy & Puzzle,Simulation","Both","Digital","Male",48,"Southwest","Separated"
40,13,"Outdoors","Solo-Play",19,55167,"Arts","Employed Full Time","Bachelor's degree",3,"Television Series,Sports,Music,Outdoor Recreation (Hiking,etc)",39,43,79,35,"Simulation","In-game purchases","Digital","Female",75,"Southwest","Married"
36,9,"Indoors","Multiplayer-Play",17,55607,"Legal Services","Employed Full Time","Bachelor's degree",3,"Art",70,43,46,63,"Music & Fitness","Both","Digital","Male",69,"Southeast","Single"
51,1,"Outdoors","Multiplayer-Play",3,98046,"Finance","Employed Full Time","High school graduate or equivalent",1,"Movies,Art,Outdoor Recreation (Hiking,etc),Music,Sports,Television Series",68,20,22,73,"Action/Adventure","Both","Digital","Male",38,"Southwest","Single"
69,5,"Outdoors","Solo-Play",14,80153,"Education","Student","Graduate or professional degree",4,"Sports,Television Series,Art,Movies,Music,Outdoor Recreation (Hiking,etc)",35,52,39,78,"Strategy & Puzzle,Roleplay,Simulation,Music & Fitness","Both","Digital","Female",22,"Southwest","Separated"
56,5,"Outdoors","Multiplayer-Play",16,40788,"Hotel and Food Services","Employed Full Time","Some High School",7,"Sports,Movies",76,47,22,65,"Roleplay,Sports & Racing,Strategy & Puzzle","One-time payment, pre-playing","Physical","Male",48,"Midwest","Married"
60,7,"Indoors","Solo-Play",9,94979,"Construction","Employed Full Time","Associate degree",0,"Movies,Outdoor Recreation (Hiking,etc),Television Series",89,55,33,74,"Simulation","One-time payment, pre-playing","Physical","Male",38,"Southeast","Separated"
33,0,"Indoors","Multiplayer-Play",2,118282,"Homemaker","Student","Bachelor's degree",0,"Music,Movies",11,38,18,30,"Roleplay,Music & Fitness,Strategy & Puzzle,Sports & Racing","In-game purchases","Physical","Female",33,"Northeast","Divorced"
42,2,"Indoors","Solo-Play",1,147795,"Health Care","Not employed, looking","Some College",1,"Music,Sports,Movies,Art,Outdoor Recreation (Hiking,etc),Television Series",72,22,21,80,"Action/Adventure,Strategy & Puzzle","One-time payment, pre-playing","Digital","Female",26,"Midwest","Separated"
56,8,"Indoors","Multiplayer-Play",22,39500,"Construction","Not employed, not looking","High school graduate or equivalent",2,"Music,Art,Television Series",72,36,33,53,"Strategy & Puzzle,Roleplay,Action/Adventure,Sports & Racing","Both","Physical","Male",46,"Northeast","Single"
67,5,"Indoors","Multiplayer-Play",6,59174,"Health Care","Retired","Trade or Vocational Degree",1,"Art,Movies,Outdoor Recreation (Hiking,etc),Sports",34,57,40,67,"Music & Fitness,Simulation,Roleplay,Action/Adventure,Strategy & Puzzle,Sports & Racing","Both","Physical","Male",51,"Northwest","Single"
56,4,"Outdoors","Multiplayer-Play",9,70637,"Hotel and Food Services","Retired","Bachelor's degree",4,"Music",34,57,42,72,"Sports & Racing","Both","Digital","Female",52,"Northwest","In a relationship"
64,3,"Indoors","Multiplayer-Play",10,73296,"Software","Not employed, looking","Some College",3,"Sports,Television Series",64,65,32,69,"Strategy & Puzzle,Roleplay","Both","Digital","Male",56,"Southwest","Separated"
52,8,"Outdoors","Multiplayer-Play",27,36409,"Utilities","Student","Some High School",10,"Art,Television Series,Outdoor Recreation (Hiking,etc),Movies",69,36,49,63,"Action/Adventure,Roleplay,Strategy & Puzzle,Simulation,Sports & Racing,Music & Fitness","One-time payment, pre-playing","Physical","Female",58,"Northwest","Divorced"
49,2,"Outdoors","Multiplayer-Play",3,145516,"Telecommunications","Student","Some High School",2,"Music,Art,Outdoor Recreation (Hiking,etc)",64,23,11,82,"Music & Fitness,Sports & Racing,Action/Adventure,Simulation,Strategy & Puzzle,Roleplay","One-time payment, pre-playing","Digital","Non-binary/third gender",33,"Southwest","Single"
47,7,"Outdoors","Multiplayer-Play",26,53777,"Homemaker","Homemaker","Trade or Vocational Degree",3,"Television Series,Music",44,39,82,35,"Action/Adventure,Simulation,Sports & Racing,Roleplay","In-game purchases","Physical","Male",45,"Midwest","Divorced"
42,3,"Outdoors","Solo-Play",23,42601,"Hotel and Food Services","Not employed, not looking","Associate degree",1,"Music,Television Series,Movies,Outdoor Recreation (Hiking,etc)",70,48,47,60,"Strategy & Puzzle,Roleplay,Simulation,Music & Fitness,Sports & Racing","In-game purchases","Physical","Female",63,"Southeast","Married"
43,2,"Outdoors","Solo-Play",2,147639,"Utilities","Not employed, not looking","Graduate or professional degree",2,"Sports,Outdoor Recreation (Hiking,etc),Art,Movies,Television Series",9,22,14,53,"Simulation,Sports & Racing,Strategy & Puzzle,Action/Adventure","One-time payment, pre-playing","Physical","Male",33,"Southeast","In a relationship"
44,5,"Outdoors","Solo-Play",16,49040,"Retail","Not employed, not looking","Trade or Vocational Degree",5,"Outdoor Recreation (Hiking,etc)",49,57,81,45,"Strategy & Puzzle,Action/Adventure,Music & Fitness,Roleplay","Both","Physical","Female",41,"Midwest","Single"
36,12,"Indoors","Solo-Play",29,64358,"Construction","Not employed, not looking","Some College",5,"Sports",45,51,82,48,"Music & Fitness,Action/Adventure,Sports & Racing","In-game purchases","Physical","Male",69,"Northeast","Married"
66,7,"Outdoors","Multiplayer-Play",10,104943,"Finance","Homemaker","Bachelor's degree",2,"Movies,Music,Television Series,Outdoor Recreation (Hiking,etc)",86,52,31,63,"Action/Adventure","Both","Digital","Non-binary/third gender",42,"Southeast","In a relationship"
44,9,"Outdoors","Multiplayer-Play",24,56492,"Military","Not employed, not looking","Some High School",1,"Outdoor Recreation (Hiking,etc),Sports,Art,Television Series",44,40,77,41,"Sports & Racing,Music & Fitness","One-time payment, pre-playing","Physical","Male",46,"Northeast","Separated"
30,2,"Indoors","Solo-Play",5,151283,"Health Care","Student","Trade or Vocational Degree",2,"Movies,Outdoor Recreation (Hiking,etc),Television Series,Music,Art,Sports",11,22,17,25,"Strategy & Puzzle,Roleplay,Sports & Racing,Music & Fitness,Simulation","Both","Physical","Male",40,"Midwest","In a relationship"
39,2,"Outdoors","Solo-Play",1,93032,"Broadcasting","Retired","Graduate or professional degree",0,"Music,Movies,Sports",6,26,7,30,"Action/Adventure,Strategy & Puzzle,Sports & Racing,Roleplay","Both","Physical","Male",37,"Northwest","Divorced"
39,2,"Outdoors","Solo-Play",1,93502,"Science","Homemaker","High school graduate or equivalent",4,"Movies",74,29,16,78,"Music & Fitness,Simulation,Roleplay,Sports & Racing,Strategy & Puzzle,Action/Adventure","In-game purchases","Physical","Female",38,"Northwest","In a relationship"
34,2,"Indoors","Solo-Play",0,110195,"Other","Retired","Graduate or professional degree",2,"Sports",8,34,9,21,"Simulation,Roleplay","Both","Physical","Male",43,"Midwest","In a relationship"
36,0,"Outdoors","Solo-Play",3,105641,"Legal Services","Not employed, looking","Some College",1,"Art,Music,Television Series,Sports,Outdoor Recreation (Hiking,etc)",80,20,18,75,"Strategy & Puzzle,Simulation,Sports & Racing,Music & Fitness,Action/Adventure,Roleplay","In-game purchases","Digital","Female",35,"Northeast","In a relationship"
43,13,"Outdoors","Solo-Play",23,40347,"Agriculture","Employed Full Time","High school graduate or equivalent",4,"Outdoor Recreation (Hiking,etc),Movies,Sports",42,49,87,42,"Action/Adventure,Music & Fitness,Roleplay,Strategy & Puzzle,Sports & Racing,Simulation","In-game purchases","Physical","Male",45,"Northwest","In a relationship"
59,0,"Indoors","Multiplayer-Play",17,77168,"Religious","Not employed, looking","Trade or Vocational Degree",2,"Art",30,54,40,71,"Strategy & Puzzle,Music & Fitness,Roleplay,Simulation","Both","Physical","Female",47,"Southwest","Separated"
62,6,"Indoors","Multiplayer-Play",3,69423,"Transportation","Retired","High school graduate or equivalent",2,"Movies,Television Series,Sports,Outdoor Recreation (Hiking,etc)",49,54,41,57,"Strategy & Puzzle,Action/Adventure","Both","Physical","Female",47,"Northwest","In a relationship"
35,0,"Indoors","Solo-Play",2,140837,"Utilities","Homemaker","Associate degree",2,"Music,Movies,Outdoor Recreation (Hiking,etc),Art",7,33,14,32,"Roleplay,Strategy & Puzzle","One-time payment, pre-playing","Digital","Female",35,"Midwest","Separated"
60,4,"Outdoors","Multiplayer-Play",13,85755,"Religious","Retired","Bachelor's degree",2,"Art",94,48,37,59,"Simulation","One-time payment, pre-playing","Digital","Male",43,"Midwest","Married"
67,5,"Indoors","Solo-Play",12,89562,"Other","Retired","Associate degree",1,"Outdoor Recreation (Hiking,etc),Movies,Television Series,Sports,Music",89,56,32,69,"Simulation","Both","Digital","Male",37,"Midwest","Separated"
70,3,"Outdoors","Solo-Play",8,69737,"Legal Services","Homemaker","Some High School",3,"Music,Movies,Sports",43,48,26,64,"Strategy & Puzzle,Action/Adventure,Sports & Racing,Music & Fitness,Roleplay","Both","Physical","Male",57,"Northwest","In a relationship"
56,2,"Outdoors","Multiplayer-Play",12,78505,"Wholesale","Employed Full Time","Graduate or professional degree",3,"Movies",42,55,39,66,"Music & Fitness,Strategy & Puzzle,Simulation,Action/Adventure","Both","Physical","Male",38,"Southeast","Single"
46,4,"Indoors","Solo-Play",20,48216,"Mining","Student","High school graduate or equivalent",2,"Outdoor Recreation (Hiking,etc),Movies,Television Series",75,45,38,62,"Strategy & Puzzle,Roleplay,Simulation,Action/Adventure,Sports & Racing,Music & Fitness","One-time payment, pre-playing","Physical","Male",40,"Northeast","Single"
33,1,"Outdoors","Multiplayer-Play",0,129729,"Government","Homemaker","Trade or Vocational Degree",3,"Outdoor Recreation (Hiking,etc)",11,37,20,42,"Action/Adventure,Simulation,Roleplay,Sports & Racing,Strategy & Puzzle,Music & Fitness","One-time payment, pre-playing","Physical","Female",32,"Northeast","In a relationship"
55,10,"Indoors","Multiplayer-Play",25,60618,"Finance","Homemaker","Trade or Vocational Degree",1,"Television Series",74,45,53,69,"Strategy & Puzzle","In-game purchases","Digital","Female",56,"Northwest","Married"
47,9,"Outdoors","Multiplayer-Play",19,51243,"Homemaker","Retired","Trade or Vocational Degree",4,"Television Series,Movies,Outdoor Recreation (Hiking,etc),Sports,Music,Art",44,48,82,48,"Action/Adventure,Sports & Racing,Simulation,Roleplay,Strategy & Puzzle","In-game purchases","Physical","Male",66,"Southwest","Single"
29,0,"Indoors","Solo-Play",5,100520,"Retail","Not employed, looking","Trade or Vocational Degree",1,"Art,Sports,Television Series",6,16,21,9,"Strategy & Puzzle,Roleplay,Sports & Racing,Music & Fitness,Action/Adventure,Simulation","Both","Physical","Female",38,"Northeast","Separated"
74,4,"Outdoors","Solo-Play",11,101450,"Other","Not employed, looking","Some High School",1,"Music,Outdoor Recreation (Hiking,etc),Art,Sports,Television Series,Movies",88,59,36,61,"Strategy & Puzzle,Sports & Racing,Music & Fitness,Roleplay,Action/Adventure","One-time payment, pre-playing","Physical","Male",37,"Southwest","Married"
22,1,"Outdoors","Solo-Play",0,112537,"Broadcasting","Not employed, not looking","Bachelor's degree",0,"Outdoor Recreation (Hiking,etc),Movies,Sports,Music",11,22,11,31,"Strategy & Puzzle,Music & Fitness,Action/Adventure","In-game purchases","Physical","Female",31,"Southwest","Single"
58,4,"Indoors","Multiplayer-Play",12,64467,"Hotel and Food Services","Homemaker","Some High School",2,"Art,Movies,Outdoor Recreation (Hiking,etc),Music,Television Series,Sports",91,59,29,68,"Sports & Racing","One-time payment, pre-playing","Physical","Male",52,"Northwest","Single"
43,0,"Indoors","Solo-Play",4,134772,"Software","Homemaker","Bachelor's degree",0,"Art",73,34,19,77,"Roleplay,Sports & Racing,Music & Fitness,Strategy & Puzzle,Action/Adventure,Simulation","In-game purchases","Digital","Male",38,"Southeast","Separated"
50,3,"Indoors","Solo-Play",13,97130,"Finance","Not employed, looking","Associate degree",1,"Art,Movies,Music,Outdoor Recreation (Hiking,etc),Sports,Television Series",86,43,61,69,"Action/Adventure,Strategy & Puzzle,Roleplay,Sports & Racing","Both","Digital","Male",44,"Midwest","In a relationship"
38,11,"Indoors","Solo-Play",21,53833,"Education","Not employed, looking","Some High School",2,"Movies,Sports",75,31,50,64,"Simulation,Roleplay","In-game purchases","Physical","Male",57,"Northeast","Single"
